station_id,station_name,month,year,mean_ice_thickness
YQA,MIDLAND YQA,2,1983,39.0
YQA,MIDLAND YQA,2,1984,41.333333333333336
YQA,MIDLAND YQA,2,1985,31.5
YQA,MIDLAND YQA,2,1990,43.75
YQA,MIDLAND YQA,2,1991,48.0
YQA,MIDLAND YQA,2,1992,47.25
YQA,MIDLAND YQA,2,1993,36.5
YQA,MIDLAND YQA,2,1994,61.0
YQA,MIDLAND YQA,2,1995,36.25
YQA,MIDLAND YQA,2,1996,60.5
YQA,MIDLAND YQA,2,1998,31.5
YQA,MIDLAND YQA,3,1983,22.75
YQA,MIDLAND YQA,3,1984,36.75
YQA,MIDLAND YQA,3,1985,23.0
YQA,MIDLAND YQA,3,1990,48.25
YQA,MIDLAND YQA,3,1991,47.0
YQA,MIDLAND YQA,3,1992,64.0
YQA,MIDLAND YQA,3,1993,51.0
YQA,MIDLAND YQA,3,1994,69.5
YQA,MIDLAND YQA,3,1995,47.0
YQA,MIDLAND YQA,3,1996,63.2
YQA,MIDLAND YQA,3,1998,35.25
YQA,MIDLAND YQA,4,1984,19.0
YQA,MIDLAND YQA,4,1985,15.0
YQA,MIDLAND YQA,4,1994,70.0
YQA,MIDLAND YQA,4,1996,57.0
YQA,MIDLAND YQA,12,1989,26.75
YQA,MIDLAND YQA,12,1995,23.333333333333332
YQA,MIDLAND YQA,12,1997,2.0
YQT,THUNDER BAY YQT,1,1983,41.0
YQT,THUNDER BAY YQT,1,1984,51.5
YQT,THUNDER BAY YQT,1,1985,45.5
YQT,THUNDER BAY YQT,1,1986,57.8
YQT,THUNDER BAY YQT,1,1987,30.0
YQT,THUNDER BAY YQT,1,1988,44.5
YQT,THUNDER BAY YQT,1,1990,41.25
YQT,THUNDER BAY YQT,1,1991,46.5
YQT,THUNDER BAY YQT,1,1993,28.25
YQT,THUNDER BAY YQT,1,1994,48.8
YQT,THUNDER BAY YQT,1,1995,24.4
YQT,THUNDER BAY YQT,1,1996,59.6
YQT,THUNDER BAY YQT,1,1997,43.0
YQT,THUNDER BAY YQT,1,1998,16.0
YQT,THUNDER BAY YQT,1,1999,35.5
YQT,THUNDER BAY YQT,2,1983,57.25
YQT,THUNDER BAY YQT,2,1984,57.75
YQT,THUNDER BAY YQT,2,1985,66.5
YQT,THUNDER BAY YQT,2,1986,67.0
YQT,THUNDER BAY YQT,2,1987,44.0
YQT,THUNDER BAY YQT,2,1988,63.0
YQT,THUNDER BAY YQT,2,1989,45.666666666666664
YQT,THUNDER BAY YQT,2,1990,48.75
YQT,THUNDER BAY YQT,2,1991,53.5
YQT,THUNDER BAY YQT,2,1992,62.0
YQT,THUNDER BAY YQT,2,1993,47.5
YQT,THUNDER BAY YQT,2,1994,85.0
YQT,THUNDER BAY YQT,2,1995,50.25
YQT,THUNDER BAY YQT,2,1996,64.0
YQT,THUNDER BAY YQT,2,1997,53.5
YQT,THUNDER BAY YQT,2,1998,31.5
YQT,THUNDER BAY YQT,2,1999,50.5
YQT,THUNDER BAY YQT,2,2000,43.75
YQT,THUNDER BAY YQT,3,1982,74.0
YQT,THUNDER BAY YQT,3,1983,49.75
YQT,THUNDER BAY YQT,3,1984,61.4
YQT,THUNDER BAY YQT,3,1985,73.2
YQT,THUNDER BAY YQT,3,1986,69.75
YQT,THUNDER BAY YQT,3,1987,45.25
YQT,THUNDER BAY YQT,3,1988,76.75
YQT,THUNDER BAY YQT,3,1989,49.25
YQT,THUNDER BAY YQT,3,1990,46.666666666666664
YQT,THUNDER BAY YQT,3,1991,53.5
YQT,THUNDER BAY YQT,3,1992,58.5
YQT,THUNDER BAY YQT,3,1993,63.6
YQT,THUNDER BAY YQT,3,1994,80.5
YQT,THUNDER BAY YQT,3,1995,56.5
YQT,THUNDER BAY YQT,3,1996,52.0
YQT,THUNDER BAY YQT,3,1997,63.0
YQT,THUNDER BAY YQT,3,1998,29.6
YQT,THUNDER BAY YQT,3,1999,61.0
YQT,THUNDER BAY YQT,3,2000,35.0
YQT,THUNDER BAY YQT,4,1983,18.0
YQT,THUNDER BAY YQT,4,1985,61.5
YQT,THUNDER BAY YQT,4,1986,52.0
YQT,THUNDER BAY YQT,4,1988,69.0
YQT,THUNDER BAY YQT,4,1993,65.0
YQT,THUNDER BAY YQT,4,1994,55.0
YQT,THUNDER BAY YQT,4,1995,40.0
YQT,THUNDER BAY YQT,4,1996,59.5
YQT,THUNDER BAY YQT,4,1997,52.25
YQT,THUNDER BAY YQT,4,1998,10.0
YQT,THUNDER BAY YQT,4,1999,27.75
YQT,THUNDER BAY YQT,11,1982,10.0
YQT,THUNDER BAY YQT,11,1985,15.0
YQT,THUNDER BAY YQT,11,1993,7.0
YQT,THUNDER BAY YQT,12,1982,17.0
YQT,THUNDER BAY YQT,12,1983,18.333333333333332
YQT,THUNDER BAY YQT,12,1984,22.5
YQT,THUNDER BAY YQT,12,1985,29.75
YQT,THUNDER BAY YQT,12,1986,21.0
YQT,THUNDER BAY YQT,12,1989,31.5
YQT,THUNDER BAY YQT,12,1992,22.0
YQT,THUNDER BAY YQT,12,1994,5.0
YQT,THUNDER BAY YQT,12,1995,29.5
YQT,THUNDER BAY YQT,12,1996,20.0
YQT,THUNDER BAY YQT,12,1997,1.5
YQT,THUNDER BAY YQT,12,1998,10.0
YQX,BOTWOOD YQX,1,1984,29.666666666666668
YQX,BOTWOOD YQX,1,1985,31.0
YQX,BOTWOOD YQX,1,1986,27.5
YQX,BOTWOOD YQX,1,1987,36.0
YQX,BOTWOOD YQX,1,1988,24.4
YQX,BOTWOOD YQX,1,1989,39.5
YQX,BOTWOOD YQX,1,1990,44.25
YQX,BOTWOOD YQX,1,1991,29.25
YQX,BOTWOOD YQX,1,1992,41.0
YQX,BOTWOOD YQX,1,1993,21.6
YQX,BOTWOOD YQX,1,1994,19.0
YQX,BOTWOOD YQX,1,1995,26.25
YQX,BOTWOOD YQX,2,1984,51.75
YQX,BOTWOOD YQX,2,1985,44.75
YQX,BOTWOOD YQX,2,1986,31.5
YQX,BOTWOOD YQX,2,1987,56.75
YQX,BOTWOOD YQX,2,1988,35.25
YQX,BOTWOOD YQX,2,1989,55.0
YQX,BOTWOOD YQX,2,1990,58.25
YQX,BOTWOOD YQX,2,1991,43.75
YQX,BOTWOOD YQX,2,1992,55.25
YQX,BOTWOOD YQX,2,1993,35.25
YQX,BOTWOOD YQX,2,1994,39.0
YQX,BOTWOOD YQX,2,1995,49.0
YQX,BOTWOOD YQX,3,1984,52.4
YQX,BOTWOOD YQX,3,1985,57.4
YQX,BOTWOOD YQX,3,1986,44.5
YQX,BOTWOOD YQX,3,1987,69.5
YQX,BOTWOOD YQX,3,1988,54.25
YQX,BOTWOOD YQX,3,1989,61.6
YQX,BOTWOOD YQX,3,1990,67.2
YQX,BOTWOOD YQX,3,1991,58.6
YQX,BOTWOOD YQX,3,1992,65.75
YQX,BOTWOOD YQX,3,1993,48.0
YQX,BOTWOOD YQX,3,1994,55.75
YQX,BOTWOOD YQX,3,1995,66.5
YQX,BOTWOOD YQX,4,1983,30.0
YQX,BOTWOOD YQX,4,1984,54.5
YQX,BOTWOOD YQX,4,1985,49.0
YQX,BOTWOOD YQX,4,1986,38.0
YQX,BOTWOOD YQX,4,1987,40.666666666666664
YQX,BOTWOOD YQX,4,1988,39.0
YQX,BOTWOOD YQX,4,1989,42.5
YQX,BOTWOOD YQX,4,1990,54.5
YQX,BOTWOOD YQX,4,1991,52.0
YQX,BOTWOOD YQX,4,1992,43.25
YQX,BOTWOOD YQX,4,1993,46.666666666666664
YQX,BOTWOOD YQX,4,1994,45.666666666666664
YQX,BOTWOOD YQX,4,1995,65.5
YQX,BOTWOOD YQX,12,1985,17.0
YQX,BOTWOOD YQX,12,1987,13.0
YQX,BOTWOOD YQX,12,1988,25.0
YQX,BOTWOOD YQX,12,1989,24.25
YQX,BOTWOOD YQX,12,1991,19.0
YQX,BOTWOOD YQX,12,1992,15.666666666666666
YQX,BOTWOOD YQX,12,1994,15.333333333333334
YRB,RESOLUTE YRB,1,1983,125.0
YRB,RESOLUTE YRB,1,1984,121.5
YRB,RESOLUTE YRB,1,1985,132.25
YRB,RESOLUTE YRB,1,1986,114.75
YRB,RESOLUTE YRB,1,1987,127.66666666666667
YRB,RESOLUTE YRB,1,1988,162.33333333333334
YRB,RESOLUTE YRB,1,1989,131.66666666666666
YRB,RESOLUTE YRB,1,1990,135.4
YRB,RESOLUTE YRB,1,1991,126.0
YRB,RESOLUTE YRB,1,1992,143.0
YRB,RESOLUTE YRB,1,1993,118.6
YRB,RESOLUTE YRB,1,1994,144.5
YRB,RESOLUTE YRB,1,1995,114.25
YRB,RESOLUTE YRB,1,1996,128.66666666666666
YRB,RESOLUTE YRB,1,1997,106.6
YRB,RESOLUTE YRB,1,1998,115.6
YRB,RESOLUTE YRB,1,1999,112.2
YRB,RESOLUTE YRB,1,2000,118.4
YRB,RESOLUTE YRB,1,2002,164.0
YRB,RESOLUTE YRB,2,1983,134.25
YRB,RESOLUTE YRB,2,1984,159.0
YRB,RESOLUTE YRB,2,1985,160.0
YRB,RESOLUTE YRB,2,1986,131.66666666666666
YRB,RESOLUTE YRB,2,1988,192.0
YRB,RESOLUTE YRB,2,1989,170.75
YRB,RESOLUTE YRB,2,1990,163.5
YRB,RESOLUTE YRB,2,1991,135.0
YRB,RESOLUTE YRB,2,1992,172.25
YRB,RESOLUTE YRB,2,1993,149.75
YRB,RESOLUTE YRB,2,1994,151.25
YRB,RESOLUTE YRB,2,1995,134.0
YRB,RESOLUTE YRB,2,1996,154.5
YRB,RESOLUTE YRB,2,1997,140.75
YRB,RESOLUTE YRB,2,1998,136.5
YRB,RESOLUTE YRB,2,1999,138.75
YRB,RESOLUTE YRB,2,2002,154.0
YRB,RESOLUTE YRB,3,1983,164.5
YRB,RESOLUTE YRB,3,1984,184.0
YRB,RESOLUTE YRB,3,1985,195.0
YRB,RESOLUTE YRB,3,1986,146.0
YRB,RESOLUTE YRB,3,1988,211.33333333333334
YRB,RESOLUTE YRB,3,1989,190.2
YRB,RESOLUTE YRB,3,1990,191.0
YRB,RESOLUTE YRB,3,1991,157.0
YRB,RESOLUTE YRB,3,1992,190.33333333333334
YRB,RESOLUTE YRB,3,1993,171.5
YRB,RESOLUTE YRB,3,1994,174.25
YRB,RESOLUTE YRB,3,1995,167.66666666666666
YRB,RESOLUTE YRB,3,1996,153.0
YRB,RESOLUTE YRB,3,1997,150.5
YRB,RESOLUTE YRB,3,1998,153.0
YRB,RESOLUTE YRB,3,2000,169.6
YRB,RESOLUTE YRB,3,2002,186.0
YRB,RESOLUTE YRB,4,1983,164.6
YRB,RESOLUTE YRB,4,1984,193.5
YRB,RESOLUTE YRB,4,1985,216.5
YRB,RESOLUTE YRB,4,1986,180.25
YRB,RESOLUTE YRB,4,1988,229.2
YRB,RESOLUTE YRB,4,1989,214.33333333333334
YRB,RESOLUTE YRB,4,1990,218.33333333333334
YRB,RESOLUTE YRB,4,1991,160.5
YRB,RESOLUTE YRB,4,1992,203.5
YRB,RESOLUTE YRB,4,1993,186.0
YRB,RESOLUTE YRB,4,1994,204.4
YRB,RESOLUTE YRB,4,1995,164.0
YRB,RESOLUTE YRB,4,1996,196.0
YRB,RESOLUTE YRB,4,1997,162.5
YRB,RESOLUTE YRB,4,1998,171.75
YRB,RESOLUTE YRB,4,2000,190.0
YRB,RESOLUTE YRB,4,2002,206.0
YRB,RESOLUTE YRB,5,1983,177.5
YRB,RESOLUTE YRB,5,1984,206.66666666666666
YRB,RESOLUTE YRB,5,1985,233.0
YRB,RESOLUTE YRB,5,1986,192.5
YRB,RESOLUTE YRB,5,1988,234.5
YRB,RESOLUTE YRB,5,1989,223.5
YRB,RESOLUTE YRB,5,1990,227.0
YRB,RESOLUTE YRB,5,1991,173.75
YRB,RESOLUTE YRB,5,1992,205.6
YRB,RESOLUTE YRB,5,1993,201.25
YRB,RESOLUTE YRB,5,1994,219.66666666666666
YRB,RESOLUTE YRB,5,1995,182.5
YRB,RESOLUTE YRB,5,1996,205.8
YRB,RESOLUTE YRB,5,1997,184.2
YRB,RESOLUTE YRB,5,1999,188.5
YRB,RESOLUTE YRB,6,1982,219.0
YRB,RESOLUTE YRB,6,1983,195.0
YRB,RESOLUTE YRB,6,1984,205.0
YRB,RESOLUTE YRB,6,1985,216.5
YRB,RESOLUTE YRB,6,1987,198.5
YRB,RESOLUTE YRB,6,1990,227.0
YRB,RESOLUTE YRB,6,1991,178.0
YRB,RESOLUTE YRB,6,1992,209.0
YRB,RESOLUTE YRB,6,1996,196.66666666666666
YRB,RESOLUTE YRB,6,1997,217.33333333333334
YRB,RESOLUTE YRB,6,1999,189.5
YRB,RESOLUTE YRB,7,1983,163.0
YRB,RESOLUTE YRB,7,1984,140.0
YRB,RESOLUTE YRB,9,1984,14.0
YRB,RESOLUTE YRB,10,1982,37.0
YRB,RESOLUTE YRB,10,1983,40.0
YRB,RESOLUTE YRB,10,1984,31.0
YRB,RESOLUTE YRB,10,1985,18.0
YRB,RESOLUTE YRB,10,1989,40.0
YRB,RESOLUTE YRB,10,1992,47.0
YRB,RESOLUTE YRB,10,1994,39.0
YRB,RESOLUTE YRB,10,1997,43.666666666666664
YRB,RESOLUTE YRB,11,1982,64.25
YRB,RESOLUTE YRB,11,1983,63.0
YRB,RESOLUTE YRB,11,1984,69.5
YRB,RESOLUTE YRB,11,1985,65.0
YRB,RESOLUTE YRB,11,1986,72.0
YRB,RESOLUTE YRB,11,1988,62.75
YRB,RESOLUTE YRB,11,1989,67.0
YRB,RESOLUTE YRB,11,1991,71.8
YRB,RESOLUTE YRB,11,1992,60.5
YRB,RESOLUTE YRB,11,1993,62.25
YRB,RESOLUTE YRB,11,1994,55.75
YRB,RESOLUTE YRB,11,1996,120.0
YRB,RESOLUTE YRB,11,1997,62.5
YRB,RESOLUTE YRB,11,1998,47.0
YRB,RESOLUTE YRB,12,1982,92.5
YRB,RESOLUTE YRB,12,1983,89.4
YRB,RESOLUTE YRB,12,1984,106.75
YRB,RESOLUTE YRB,12,1985,96.0
YRB,RESOLUTE YRB,12,1986,100.66666666666667
YRB,RESOLUTE YRB,12,1987,111.0
YRB,RESOLUTE YRB,12,1988,93.6
YRB,RESOLUTE YRB,12,1989,95.33333333333333
YRB,RESOLUTE YRB,12,1990,118.5
YRB,RESOLUTE YRB,12,1991,111.0
YRB,RESOLUTE YRB,12,1992,94.25
YRB,RESOLUTE YRB,12,1993,95.6
YRB,RESOLUTE YRB,12,1994,90.75
YRB,RESOLUTE YRB,12,1996,111.5
YRB,RESOLUTE YRB,12,1997,90.75
YRB,RESOLUTE YRB,12,1998,66.75
YRB,RESOLUTE YRB,12,1999,87.25
YSY,SACHS HARBOUR YSY,1,1983,137.0
YSY,SACHS HARBOUR YSY,1,1984,114.0
YSY,SACHS HARBOUR YSY,1,1985,108.75
YSY,SACHS HARBOUR YSY,1,1986,123.2
YSY,SACHS HARBOUR YSY,2,1983,168.25
YSY,SACHS HARBOUR YSY,2,1984,135.5
YSY,SACHS HARBOUR YSY,2,1985,128.25
YSY,SACHS HARBOUR YSY,2,1986,144.75
YSY,SACHS HARBOUR YSY,3,1983,187.5
YSY,SACHS HARBOUR YSY,3,1984,156.0
YSY,SACHS HARBOUR YSY,3,1985,154.0
YSY,SACHS HARBOUR YSY,3,1986,159.0
YSY,SACHS HARBOUR YSY,4,1983,204.8
YSY,SACHS HARBOUR YSY,4,1984,168.5
YSY,SACHS HARBOUR YSY,4,1985,175.75
YSY,SACHS HARBOUR YSY,4,1986,171.25
YSY,SACHS HARBOUR YSY,5,1983,213.25
YSY,SACHS HARBOUR YSY,5,1984,169.0
YSY,SACHS HARBOUR YSY,5,1985,185.4
YSY,SACHS HARBOUR YSY,5,1986,179.0
YSY,SACHS HARBOUR YSY,6,1982,149.0
YSY,SACHS HARBOUR YSY,6,1983,218.5
YSY,SACHS HARBOUR YSY,6,1984,149.0
YSY,SACHS HARBOUR YSY,6,1985,178.0
YSY,SACHS HARBOUR YSY,6,1986,180.0
YSY,SACHS HARBOUR YSY,10,1983,38.5
YSY,SACHS HARBOUR YSY,10,1985,35.0
YSY,SACHS HARBOUR YSY,11,1982,60.0
YSY,SACHS HARBOUR YSY,11,1983,57.0
YSY,SACHS HARBOUR YSY,11,1984,53.75
YSY,SACHS HARBOUR YSY,11,1985,62.2
YSY,SACHS HARBOUR YSY,12,1982,99.4
YSY,SACHS HARBOUR YSY,12,1983,83.8
YSY,SACHS HARBOUR YSY,12,1984,88.75
YSY,SACHS HARBOUR YSY,12,1985,93.75
YTE,CAPE DORSET YTE,1,1983,76.75
YTE,CAPE DORSET YTE,1,1984,91.25
YTE,CAPE DORSET YTE,1,1985,93.5
YTE,CAPE DORSET YTE,1,1986,65.0
YTE,CAPE DORSET YTE,1,1987,86.0
YTE,CAPE DORSET YTE,1,1988,74.0
YTE,CAPE DORSET YTE,1,1989,83.0
YTE,CAPE DORSET YTE,1,1991,99.33333333333333
YTE,CAPE DORSET YTE,1,1992,82.25
YTE,CAPE DORSET YTE,1,1993,89.0
YTE,CAPE DORSET YTE,2,1983,98.75
YTE,CAPE DORSET YTE,2,1984,119.0
YTE,CAPE DORSET YTE,2,1985,106.75
YTE,CAPE DORSET YTE,2,1986,94.0
YTE,CAPE DORSET YTE,2,1987,103.0
YTE,CAPE DORSET YTE,2,1988,119.33333333333333
YTE,CAPE DORSET YTE,2,1989,107.0
YTE,CAPE DORSET YTE,2,1990,120.5
YTE,CAPE DORSET YTE,2,1991,124.66666666666667
YTE,CAPE DORSET YTE,2,1992,110.0
YTE,CAPE DORSET YTE,2,1993,124.25
YTE,CAPE DORSET YTE,3,1983,121.75
YTE,CAPE DORSET YTE,3,1984,135.4
YTE,CAPE DORSET YTE,3,1985,127.6
YTE,CAPE DORSET YTE,3,1986,108.66666666666667
YTE,CAPE DORSET YTE,3,1987,118.5
YTE,CAPE DORSET YTE,3,1988,121.75
YTE,CAPE DORSET YTE,3,1989,127.66666666666667
YTE,CAPE DORSET YTE,3,1990,122.75
YTE,CAPE DORSET YTE,3,1991,142.0
YTE,CAPE DORSET YTE,3,1992,130.25
YTE,CAPE DORSET YTE,3,1993,139.75
YTE,CAPE DORSET YTE,4,1983,129.8
YTE,CAPE DORSET YTE,4,1984,151.0
YTE,CAPE DORSET YTE,4,1985,152.33333333333334
YTE,CAPE DORSET YTE,4,1986,118.75
YTE,CAPE DORSET YTE,4,1987,126.5
YTE,CAPE DORSET YTE,4,1988,132.0
YTE,CAPE DORSET YTE,4,1989,141.2
YTE,CAPE DORSET YTE,4,1991,140.0
YTE,CAPE DORSET YTE,4,1992,143.66666666666666
YTE,CAPE DORSET YTE,5,1983,129.5
YTE,CAPE DORSET YTE,5,1984,152.0
YTE,CAPE DORSET YTE,5,1985,153.33333333333334
YTE,CAPE DORSET YTE,5,1986,123.5
YTE,CAPE DORSET YTE,5,1987,136.4
YTE,CAPE DORSET YTE,5,1988,132.5
YTE,CAPE DORSET YTE,5,1989,144.5
YTE,CAPE DORSET YTE,5,1990,111.0
YTE,CAPE DORSET YTE,5,1991,127.0
YTE,CAPE DORSET YTE,5,1992,152.0
YTE,CAPE DORSET YTE,6,1983,133.25
YTE,CAPE DORSET YTE,6,1984,146.75
YTE,CAPE DORSET YTE,6,1985,115.0
YTE,CAPE DORSET YTE,6,1986,130.0
YTE,CAPE DORSET YTE,6,1987,114.75
YTE,CAPE DORSET YTE,6,1988,119.33333333333333
YTE,CAPE DORSET YTE,6,1991,128.0
YTE,CAPE DORSET YTE,6,1992,155.75
YTE,CAPE DORSET YTE,7,1983,91.5
YTE,CAPE DORSET YTE,7,1992,112.5
YTE,CAPE DORSET YTE,11,1982,33.0
YTE,CAPE DORSET YTE,11,1983,31.0
YTE,CAPE DORSET YTE,11,1984,40.333333333333336
YTE,CAPE DORSET YTE,11,1986,25.25
YTE,CAPE DORSET YTE,11,1990,41.666666666666664
YTE,CAPE DORSET YTE,11,1992,33.0
YTE,CAPE DORSET YTE,12,1982,49.25
YTE,CAPE DORSET YTE,12,1983,50.4
YTE,CAPE DORSET YTE,12,1984,62.25
YTE,CAPE DORSET YTE,12,1985,38.2
YTE,CAPE DORSET YTE,12,1986,54.5
YTE,CAPE DORSET YTE,12,1987,41.25
YTE,CAPE DORSET YTE,12,1988,42.0
YTE,CAPE DORSET YTE,12,1990,67.0
YTE,CAPE DORSET YTE,12,1991,47.0
YTE,CAPE DORSET YTE,12,1992,57.666666666666664
YUJ,LADY FRANKLIN POINT YUJ,1,1983,129.33333333333334
YUJ,LADY FRANKLIN POINT YUJ,1,1985,110.5
YUJ,LADY FRANKLIN POINT YUJ,1,1986,123.0
YUJ,LADY FRANKLIN POINT YUJ,1,1987,182.33333333333334
YUJ,LADY FRANKLIN POINT YUJ,1,1988,155.0
YUJ,LADY FRANKLIN POINT YUJ,1,1989,92.0
YUJ,LADY FRANKLIN POINT YUJ,2,1983,168.0
YUJ,LADY FRANKLIN POINT YUJ,2,1985,135.0
YUJ,LADY FRANKLIN POINT YUJ,2,1986,157.0
YUJ,LADY FRANKLIN POINT YUJ,2,1987,159.0
YUJ,LADY FRANKLIN POINT YUJ,2,1988,155.0
YUJ,LADY FRANKLIN POINT YUJ,2,1989,97.5
YUJ,LADY FRANKLIN POINT YUJ,3,1983,172.5
YUJ,LADY FRANKLIN POINT YUJ,3,1985,155.0
YUJ,LADY FRANKLIN POINT YUJ,3,1986,165.0
YUJ,LADY FRANKLIN POINT YUJ,3,1987,162.0
YUJ,LADY FRANKLIN POINT YUJ,3,1988,156.5
YUJ,LADY FRANKLIN POINT YUJ,3,1989,105.0
YUJ,LADY FRANKLIN POINT YUJ,4,1983,265.0
YUJ,LADY FRANKLIN POINT YUJ,4,1985,200.0
YUJ,LADY FRANKLIN POINT YUJ,4,1986,185.0
YUJ,LADY FRANKLIN POINT YUJ,4,1987,165.0
YUJ,LADY FRANKLIN POINT YUJ,4,1988,151.33333333333334
YUJ,LADY FRANKLIN POINT YUJ,4,1989,107.5
YUJ,LADY FRANKLIN POINT YUJ,5,1982,206.0
YUJ,LADY FRANKLIN POINT YUJ,5,1983,200.0
YUJ,LADY FRANKLIN POINT YUJ,5,1985,215.5
YUJ,LADY FRANKLIN POINT YUJ,5,1987,192.5
YUJ,LADY FRANKLIN POINT YUJ,5,1989,101.66666666666667
YUJ,LADY FRANKLIN POINT YUJ,6,1987,180.0
YUJ,LADY FRANKLIN POINT YUJ,11,1982,67.0
YUJ,LADY FRANKLIN POINT YUJ,11,1985,68.0
YUJ,LADY FRANKLIN POINT YUJ,12,1982,88.5
YUJ,LADY FRANKLIN POINT YUJ,12,1984,73.0
YUJ,LADY FRANKLIN POINT YUJ,12,1985,84.5
YUJ,LADY FRANKLIN POINT YUJ,12,1986,110.0
YUJ,LADY FRANKLIN POINT YUJ,12,1987,103.5
YUJ,LADY FRANKLIN POINT YUJ,12,1988,66.33333333333333
YUR,GLADMAN POINT YUR,1,1983,89.5
YUR,GLADMAN POINT YUR,1,1984,103.0
YUR,GLADMAN POINT YUR,1,1985,101.0
YUR,GLADMAN POINT YUR,1,1986,116.5
YUR,GLADMAN POINT YUR,1,1987,147.0
YUR,GLADMAN POINT YUR,1,1988,140.0
YUR,GLADMAN POINT YUR,1,1989,140.5
YUR,GLADMAN POINT YUR,1,1990,131.5
YUR,GLADMAN POINT YUR,1,1991,127.5
YUR,GLADMAN POINT YUR,2,1983,95.0
YUR,GLADMAN POINT YUR,2,1984,110.0
YUR,GLADMAN POINT YUR,2,1985,137.0
YUR,GLADMAN POINT YUR,2,1986,147.5
YUR,GLADMAN POINT YUR,2,1987,180.5
YUR,GLADMAN POINT YUR,2,1988,156.0
YUR,GLADMAN POINT YUR,2,1989,170.0
YUR,GLADMAN POINT YUR,2,1990,158.0
YUR,GLADMAN POINT YUR,2,1991,173.5
YUR,GLADMAN POINT YUR,2,1992,182.0
YUR,GLADMAN POINT YUR,3,1983,138.0
YUR,GLADMAN POINT YUR,3,1984,165.0
YUR,GLADMAN POINT YUR,3,1986,193.5
YUR,GLADMAN POINT YUR,3,1987,199.0
YUR,GLADMAN POINT YUR,3,1988,144.5
YUR,GLADMAN POINT YUR,3,1989,174.0
YUR,GLADMAN POINT YUR,3,1990,177.0
YUR,GLADMAN POINT YUR,3,1991,214.66666666666666
YUR,GLADMAN POINT YUR,3,1992,217.5
YUR,GLADMAN POINT YUR,4,1983,162.0
YUR,GLADMAN POINT YUR,4,1984,158.0
YUR,GLADMAN POINT YUR,4,1985,202.5
YUR,GLADMAN POINT YUR,4,1986,221.0
YUR,GLADMAN POINT YUR,4,1987,207.0
YUR,GLADMAN POINT YUR,4,1988,151.0
YUR,GLADMAN POINT YUR,4,1989,182.0
YUR,GLADMAN POINT YUR,4,1990,185.0
YUR,GLADMAN POINT YUR,4,1992,205.0
YUR,GLADMAN POINT YUR,5,1982,183.0
YUR,GLADMAN POINT YUR,5,1983,167.0
YUR,GLADMAN POINT YUR,5,1984,168.0
YUR,GLADMAN POINT YUR,5,1985,193.0
YUR,GLADMAN POINT YUR,5,1986,219.0
YUR,GLADMAN POINT YUR,5,1987,200.33333333333334
YUR,GLADMAN POINT YUR,5,1988,162.5
YUR,GLADMAN POINT YUR,5,1989,189.0
YUR,GLADMAN POINT YUR,5,1990,189.0
YUR,GLADMAN POINT YUR,5,1992,193.5
YUR,GLADMAN POINT YUR,6,1982,230.0
YUR,GLADMAN POINT YUR,6,1984,166.0
YUR,GLADMAN POINT YUR,6,1985,188.0
YUR,GLADMAN POINT YUR,6,1987,191.5
YUR,GLADMAN POINT YUR,6,1988,163.5
YUR,GLADMAN POINT YUR,6,1989,175.0
YUR,GLADMAN POINT YUR,6,1990,176.66666666666666
YUR,GLADMAN POINT YUR,10,1982,30.0
YUR,GLADMAN POINT YUR,10,1983,21.0
YUR,GLADMAN POINT YUR,11,1982,45.0
YUR,GLADMAN POINT YUR,11,1983,39.5
YUR,GLADMAN POINT YUR,11,1984,55.0
YUR,GLADMAN POINT YUR,11,1985,31.0
YUR,GLADMAN POINT YUR,11,1986,71.0
YUR,GLADMAN POINT YUR,11,1987,50.5
YUR,GLADMAN POINT YUR,11,1988,68.5
YUR,GLADMAN POINT YUR,11,1989,54.5
YUR,GLADMAN POINT YUR,11,1990,71.0
YUR,GLADMAN POINT YUR,11,1991,64.0
YUR,GLADMAN POINT YUR,12,1982,76.0
YUR,GLADMAN POINT YUR,12,1983,62.0
YUR,GLADMAN POINT YUR,12,1984,85.5
YUR,GLADMAN POINT YUR,12,1985,88.5
YUR,GLADMAN POINT YUR,12,1986,114.0
YUR,GLADMAN POINT YUR,12,1987,89.0
YUR,GLADMAN POINT YUR,12,1988,107.5
YUR,GLADMAN POINT YUR,12,1989,97.0
YUR,GLADMAN POINT YUR,12,1990,97.5
YUR,GLADMAN POINT YUR,12,1991,104.0
YUX,HALL BEACH YUX,1,1983,180.0
YUX,HALL BEACH YUX,1,1984,201.75
YUX,HALL BEACH YUX,1,1985,106.5
YUX,HALL BEACH YUX,1,1986,107.66666666666667
YUX,HALL BEACH YUX,1,1987,133.2
YUX,HALL BEACH YUX,1,1988,109.0
YUX,HALL BEACH YUX,1,1989,110.0
YUX,HALL BEACH YUX,1,1990,115.0
YUX,HALL BEACH YUX,1,1991,139.5
YUX,HALL BEACH YUX,1,1992,128.0
YUX,HALL BEACH YUX,1,1993,113.6
YUX,HALL BEACH YUX,1,1994,100.0
YUX,HALL BEACH YUX,1,1997,110.6
YUX,HALL BEACH YUX,1,1998,113.6
YUX,HALL BEACH YUX,1,1999,149.4
YUX,HALL BEACH YUX,1,2000,115.0
YUX,HALL BEACH YUX,2,1983,203.33333333333334
YUX,HALL BEACH YUX,2,1984,237.0
