StationID/ID de station,Station Name/Nom de station,Date,Ice Thickness/Épaisseur de la glace,Snow depth/Profondeur de la neige,Measurement Method/Méthode de mesure,Surface Topology/Topographie de la surface,Cracks and Leads/Fissures et chenaux
YCB,CAMBRIDGE BAY YCB,1986-04-11,180.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-04-18,197.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-04-25,196.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-05-02,191.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-05-09,206.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-05-16,194.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-05-23,235.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-05-30,210.0,11.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-06-06,224.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-06-13,198.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-06-20,218.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-06-27,177.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-10-10,15.0,5.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1986-10-17,26.0,5.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1986-10-24,35.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-10-31,46.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-11-07,56.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-11-14,59.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-11-21,71.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-11-28,85.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-12-05,96.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-12-12,87.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-12-19,99.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1986-12-26,108.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-01-02,112.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-01-09,119.0,11.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-01-16,115.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-01-23,127.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-01-30,138.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-02-06,148.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-02-13,148.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-02-21,150.0,22.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-02-27,140.0,24.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-03-06,146.0,24.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-03-13,163.0,20.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-03-20,162.0,17.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-03-27,175.0,18.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-04-03,174.0,20.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-04-10,173.0,21.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-04-17,183.0,17.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-04-24,185.0,21.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-05-01,183.0,28.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-05-08,179.0,35.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-05-15,168.0,35.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-05-22,174.0,27.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-05-29,182.0,34.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-06-05,180.0,25.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-06-14,196.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1987-06-19,192.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1987-06-26,172.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1987-10-16,29.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-10-23,40.0,2.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1987-10-30,48.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-11-06,53.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-11-13,68.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1987-11-21,85.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1987-11-27,94.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-12-04,95.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-12-11,100.0,9.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-12-18,108.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1987-12-25,110.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-01-01,119.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-01-08,120.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-01-15,124.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-01-22,124.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-01-29,128.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-02-05,132.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-02-13,136.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-02-19,143.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-02-26,155.0,17.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-03-04,160.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-03-11,161.0,21.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-03-18,168.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-03-25,170.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-04-01,165.0,22.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-04-08,174.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-04-15,178.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-04-22,177.0,18.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-04-29,185.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-05-06,187.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-05-13,186.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-05-20,187.0,25.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-05-27,188.0,22.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-06-03,202.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-06-10,189.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-06-17,185.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-06-24,142.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-10-21,7.0,1.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1988-10-28,29.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-11-04,40.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-11-11,59.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-11-18,69.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-11-25,77.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-12-02,86.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-12-09,94.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-12-16,100.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-12-23,116.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1988-12-30,104.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-01-06,120.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-01-13,130.0,9.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-01-20,130.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-01-27,130.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-02-03,137.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-02-10,160.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-02-18,175.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-02-24,163.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-03-03,172.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-03-11,177.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-03-17,175.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-03-24,180.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-03-31,195.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-04-07,207.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-04-14,191.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-04-21,200.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-04-28,201.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-05-05,212.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-05-13,205.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-05-19,207.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-05-26,210.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-06-02,211.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-06-09,224.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-06-16,204.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-06-23,150.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1989-10-13,11.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-10-20,20.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-10-27,32.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-11-03,42.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-11-10,59.0,3.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1989-11-17,63.0,3.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1989-11-25,75.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-12-01,82.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-12-08,90.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-12-15,107.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-12-22,108.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1989-12-29,117.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-01-05,121.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-01-12,132.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-01-19,136.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-01-26,149.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-02-02,149.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-02-09,170.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-02-16,168.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-02-23,170.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-03-02,178.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-03-09,172.0,11.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-03-16,205.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-03-25,192.0,14.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-03-30,207.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-04-08,210.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-04-13,210.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-04-20,219.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-04-27,203.0,14.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-05-04,215.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-05-11,214.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-05-18,219.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-05-25,225.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-06-01,232.0,2.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1990-06-08,213.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1990-06-15,203.0,12.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1990-06-22,187.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1990-06-29,144.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1990-10-12,7.0,0.0,0.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-10-19,32.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-10-28,45.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-11-02,50.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-11-09,50.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-11-16,59.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-11-23,68.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-11-30,77.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-12-07,88.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-12-14,107.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-12-21,113.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1990-12-30,117.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-01-05,121.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-01-11,127.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-01-18,130.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-01-25,157.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-02-01,158.0,9.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-02-08,153.0,20.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-02-15,157.0,11.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-02-22,179.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-03-01,167.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-03-08,172.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-03-15,203.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-03-22,180.0,14.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-03-29,205.0,9.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-04-05,188.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-04-13,212.0,20.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-04-19,200.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-04-26,216.0,7.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-05-03,203.0,16.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-05-11,234.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-05-17,210.0,18.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-05-24,236.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-05-31,240.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-06-07,215.0,10.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-06-14,212.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-06-21,168.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1991-06-28,152.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1991-10-11,4.0,1.0,0.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-10-18,44.0,1.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-10-25,40.0,2.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-11-01,51.0,1.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-11-08,62.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-11-15,61.0,2.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-11-22,81.0,2.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1991-11-29,96.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-12-06,102.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-12-13,115.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-12-20,122.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1991-12-27,129.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-01-03,138.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-01-10,140.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-01-17,150.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-01-24,160.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-01-31,153.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-02-07,165.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-02-14,165.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-02-21,189.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-02-28,180.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-03-06,181.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-03-13,197.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-03-20,190.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-03-27,199.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-04-03,195.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-04-10,211.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-04-17,205.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-04-24,220.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-05-01,218.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-05-08,209.0,14.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-05-15,226.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-05-22,212.0,25.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-05-29,230.0,5.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1992-06-05,230.0,1.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1992-06-12,235.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1992-06-19,220.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1992-06-26,174.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1992-07-03,142.0,0.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1992-10-02,13.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-10-09,27.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-10-17,35.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-10-24,40.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-10-30,51.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-11-06,59.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-11-13,69.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-11-20,75.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-11-28,85.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-12-04,95.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-12-11,92.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-12-18,99.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1992-12-24,107.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-01-01,118.0,0.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-01-08,120.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-01-15,137.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-01-22,128.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-01-29,149.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-02-05,148.0,4.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-02-13,163.0,6.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-02-19,161.0,11.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-02-26,162.0,12.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-03-05,171.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-03-12,173.0,11.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-03-19,197.0,9.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-03-26,183.0,16.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-04-02,190.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-04-09,194.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-04-17,196.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-04-23,202.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-04-30,205.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-05-07,210.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-05-14,202.0,13.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-05-21,205.0,15.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-05-28,211.0,13.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1993-06-04,210.0,4.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1993-06-11,200.0,1.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1993-06-18,208.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1993-06-25,168.0,0.0,1.0,0.0,2.0
YCB,CAMBRIDGE BAY YCB,1993-10-15,15.0,1.0,1.0,0.0,1.0
YCB,CAMBRIDGE BAY YCB,1993-10-22,24.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-10-29,40.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-11-05,58.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-11-12,66.0,1.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-11-19,77.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-11-26,90.0,2.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-12-03,85.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-12-10,98.0,3.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-12-17,105.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-12-24,111.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1993-12-31,119.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1994-01-07,133.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1994-01-14,142.0,5.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1994-01-23,145.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1994-01-28,150.0,8.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1994-02-04,155.0,10.0,1.0,0.0,0.0
YCB,CAMBRIDGE BAY YCB,1994-02-11,159.0,10.0,1.0,0.0,0.0
